"id","timeOfPurchase","products","total","currency","paymentMethod","cardNumber","misc","storeId","userId","categoryId"
42,"2021-07-06 02:23:43.271","[{""vat"": 0.2, ""price"": 1.39, ""product"": ""Gingerbread Cookies"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 7.55, ""product"": ""rump steak"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 5.81, ""product"": ""cheese"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 7.95, ""product"": ""avocados"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 8.33, ""product"": ""oreos"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 7.02, ""product"": ""Gingerbread Cookies"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 2.1, ""product"": ""Shortbread Cookies"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 3.52, ""product"": ""wild rice"", ""isRefunded"": false}]",43.67,"£","card","1254",,6,4,2
43,"2021-06-18 07:59:39.364","[{""vat"": 0.2, ""price"": 1.69, ""product"": ""oreos"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 4.15, ""product"": ""sweet chili sauce"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 6.44, ""product"": ""tapioca"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 5.29, ""product"": ""ketchup"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 2.14, ""product"": ""frozen peas"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 1.63, ""product"": ""tooth brush"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 1.67, ""product"": ""Sugar Cookies"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 1.63, ""product"": ""Macaron Cookies"", ""isRefunded"": false}]",24.64,"$","card","3846",,2,3,8
44,"2021-06-20 11:55:47.582","[{""vat"": 0.2, ""price"": 3.09, ""product"": ""lettuce"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 2.68, ""product"": ""salami"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 8.77, ""product"": ""coca cola zero"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 3.44, ""product"": ""coca cola"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 3.2, ""product"": ""avocados"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 5.04, ""product"": ""sweetcorn"", ""isRefunded"": false}]",26.22,"$","card","5768",,20,1,6
45,"2021-06-23 03:35:25.743","[{""vat"": 0.2, ""price"": 3.12, ""product"": ""rocket salad"", ""isRefunded"": false}]",3.12,"€","card","3852",,15,5,4
46,"2021-06-09 01:26:14.825","[{""vat"": 0.2, ""price"": 3.15, ""product"": ""red wine"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 6.98, ""product"": ""teff"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 3.18, ""product"": ""oat milk"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 3.99, ""product"": ""avocados"", ""isRefunded"": false}]",17.3,"£","card","2229",,3,2,1
47,"2021-06-08 14:21:06.023","[{""vat"": 0.2, ""price"": 4.04, ""product"": ""cookies"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 6.78, ""product"": ""buckwheat"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 8.8, ""product"": ""white wine"", ""isRefunded"": false}]",19.62,"£","card","3846",,15,3,4
48,"2021-06-08 12:08:53.187","[{""vat"": 0.2, ""price"": 1.57, ""product"": ""millet"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 2.74, ""product"": ""sweetcorn"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 8.2, ""product"": ""sausages"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 7.37, ""product"": ""pepsi"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 1.32, ""product"": ""sweet chili sauce"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 5.38, ""product"": ""wild rice"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 8.02, ""product"": ""red wine"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 4.94, ""product"": ""tooth brush"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 4.54, ""product"": ""sorghum"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 8.94, ""product"": ""amaranth"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 7.12, ""product"": ""Gingerbread Cookies"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 2.84, ""product"": ""chorizo"", ""isRefunded"": false}]",62.98,"€","card","1254",,18,4,1
49,"2021-06-26 17:18:53.236","[{""vat"": 0.2, ""price"": 1.71, ""product"": ""sweetcorn"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 4.92, ""product"": ""pepsi"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 8.68, ""product"": ""tomatoes"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 8.51, ""product"": ""cucumber"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 1.19, ""product"": ""cucumber"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 5.33, ""product"": ""sweet chili sauce"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 4.75, ""product"": ""rocket salad"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 4.63, ""product"": ""millet"", ""isRefunded"": false}]",39.72,"€","card","5768",,11,1,5
50,"2021-06-27 02:23:57.814","[{""vat"": 0.2, ""price"": 2.69, ""product"": ""chorizo"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 1.23, ""product"": ""fanta"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 4.49, ""product"": ""buckwheat"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 4.77, ""product"": ""salad"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 2.44, ""product"": ""teff"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 5.91, ""product"": ""Sugar Cookies"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 1.65, ""product"": ""orange juice"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 8.16, ""product"": ""lettuce"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 6.91, ""product"": ""Macaron Cookies"", ""isRefunded"": false}]",38.25,"€","card","2229",,18,2,8
51,"2021-06-09 01:34:57.613","[{""vat"": 0.2, ""price"": 3.74, ""product"": ""frozen peas"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 7.63, ""product"": ""red wine"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 2.19, ""product"": ""salami"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 8.51, ""product"": ""sausages"", ""isRefunded"": false}]",22.07,"£","card","5768",,5,1,7
52,"2021-06-26 22:18:27.683","[{""vat"": 0.2, ""price"": 4.03, ""product"": ""sweetcorn"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 1.38, ""product"": ""red wine"", ""isRefunded"": false}]",5.41,"€","card","2229",,17,2,3
53,"2021-06-02 04:40:21.753","[{""vat"": 0.2, ""price"": 4.86, ""product"": ""sweetcorn"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 5.95, ""product"": ""chorizo"", ""isRefunded"": false}]",10.81,"£","card","1254",,9,4,3
54,"2021-06-30 20:49:55.32","[{""vat"": 0.2, ""price"": 7.13, ""product"": ""coca cola zero"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 2.75, ""product"": ""sorghum"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 6.27, ""product"": ""avocados"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 7.13, ""product"": ""red wine"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 3.6, ""product"": ""tooth brush"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 6.84, ""product"": ""brie"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 1.63, ""product"": ""chicken breast 450g"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 4.63, ""product"": ""oreos"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 8.43, ""product"": ""salad"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 4.54, ""product"": ""cookies"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 6.99, ""product"": ""Biscotti Cookies"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 8.05, ""product"": ""brie"", ""isRefunded"": false}]",67.99,"£","card","5768",,5,1,6
55,"2021-06-17 05:54:40.635","[{""vat"": 0.2, ""price"": 8.59, ""product"": ""crips"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 2.69, ""product"": ""salami"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 8.37, ""product"": ""lettuce"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 1.77, ""product"": ""pork belly slices"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 5.55, ""product"": ""pork belly slices"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 8.45, ""product"": ""heineken"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 4.34, ""product"": ""sprite"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 1.72, ""product"": ""Sugar Cookies"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 3.1, ""product"": ""Shortbread Cookies"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 8.32, ""product"": ""salami"", ""isRefunded"": false}]",52.9,"£","card","3846",,19,3,3
56,"2021-06-17 06:49:38.458","[{""vat"": 0.2, ""price"": 1.71, ""product"": ""amaranth"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 1.5, ""product"": ""pepsi"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 3.14, ""product"": ""Biscotti Cookies"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 4.27, ""product"": ""rump steak"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 1.85, ""product"": ""wild rice"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 1.93, ""product"": ""quinoa"", ""isRefunded"": false}]",14.4,"$","card","1254",,20,4,1
57,"2021-06-16 03:55:48.369","[{""vat"": 0.2, ""price"": 2.31, ""product"": ""heineken"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 4.22, ""product"": ""milk"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 5.26, ""product"": ""sausages"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 7.31, ""product"": ""arrowroot"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 1.56, ""product"": ""pork belly slices"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 1.15, ""product"": ""fanta"", ""isRefunded"": false}]",21.81,"€","card","5768",,17,1,2
58,"2021-07-03 15:35:40.408","[{""vat"": 0.2, ""price"": 1.05, ""product"": ""quinoa"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 4.15, ""product"": ""cucumber"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 5.86, ""product"": ""crips"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 3.29, ""product"": ""Sugar Cookies"", ""isRefunded"": false}]",14.35,"€","card","2229",,16,2,8
59,"2021-06-10 13:36:34.977","[{""vat"": 0.2, ""price"": 7.74, ""product"": ""millet"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 6.96, ""product"": ""chips"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 5.68, ""product"": ""frozen peas"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 7.21, ""product"": ""Chocolate Chip Cookies"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 6.2, ""product"": ""heineken"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 8.85, ""product"": ""brown rice"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 7.21, ""product"": ""oat milk"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 8.63, ""product"": ""salami"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 4, ""product"": ""Chocolate Chip Cookies"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 5.6, ""product"": ""Sugar Cookies"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 3.72, ""product"": ""sausages"", ""isRefunded"": false}]",71.8,"£","card","3846",,1,3,2
60,"2021-06-02 01:58:54.47","[{""vat"": 0.2, ""price"": 2.05, ""product"": ""salad"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 3.39, ""product"": ""arrowroot"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 3.8, ""product"": ""cheese"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 7.69, ""product"": ""Macaron Cookies"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 6.87, ""product"": ""sweet chili sauce"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 6, ""product"": ""coca cola zero"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 2.78, ""product"": ""cheese"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 5.85, ""product"": ""Oatmeal Raisin Cookies"", ""isRefunded"": false}]",38.43,"$","card","2229",,11,2,5
61,"2021-06-29 16:30:29.036","[{""vat"": 0.2, ""price"": 8.2, ""product"": ""brown rice"", ""isRefunded"": false}]",8.2,"€","card","1254",,14,4,8
62,"2021-06-05 08:30:33.119","[{""vat"": 0.2, ""price"": 7.55, ""product"": ""red wine"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 6.71, ""product"": ""rump steak"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 2.15, ""product"": ""orange juice"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 6.88, ""product"": ""sprite"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 6.46, ""product"": ""sorghum"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 5.21, ""product"": ""amaranth"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 4.95, ""product"": ""pork belly slices"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 4.19, ""product"": ""sweetcorn"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 4.01, ""product"": ""chorizo"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 8.23, ""product"": ""brie"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 6.05, ""product"": ""salami"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 5.66, ""product"": ""quinoa"", ""isRefunded"": false}]",68.05,"€","card","5768",,18,1,5
63,"2021-06-04 01:52:53.918","[{""vat"": 0.2, ""price"": 2.03, ""product"": ""millet"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 2.87, ""product"": ""chips"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 1.16, ""product"": ""pepsi"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 3.96, ""product"": ""tomatoes"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 7.76, ""product"": ""coca cola"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 2.84, ""product"": ""oreos"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 2.09, ""product"": ""rocket salad"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 2.44, ""product"": ""rump steak"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 6.02, ""product"": ""bread"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 4.55, ""product"": ""cheese"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 6.98, ""product"": ""ketchup"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 2.61, ""product"": ""Biscotti Cookies"", ""isRefunded"": false}]",45.31,"£","card","3852",,16,5,5
64,"2021-06-07 10:03:28.213","[{""vat"": 0.2, ""price"": 4.41, ""product"": ""tomatoes"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 7.69, ""product"": ""white wine"", ""isRefunded"": false}]",12.1,"£","card","2229",,19,2,8
65,"2021-06-21 13:53:38.794","[{""vat"": 0.2, ""price"": 7.94, ""product"": ""millet"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 7.73, ""product"": ""brown rice"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 2.09, ""product"": ""coca cola zero"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 3.23, ""product"": ""sprite"", ""isRefunded"": false}]",20.99,"$","card","1254",,12,4,2
66,"2021-06-10 20:48:20.375","[{""vat"": 0.2, ""price"": 3.39, ""product"": ""Shortbread Cookies"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 7.88, ""product"": ""white wine"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 8.31, ""product"": ""Gingerbread Cookies"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 2.59, ""product"": ""chips"", ""isRefunded"": false}]",22.17,"€","card","5768",,16,1,6
67,"2021-06-05 21:25:48.435","[{""vat"": 0.2, ""price"": 8.64, ""product"": ""teff"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 4.51, ""product"": ""wild rice"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 3.71, ""product"": ""crips"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 9, ""product"": ""oat milk"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 7.25, ""product"": ""amaranth"", ""isRefunded"": false}]",33.11,"$","card","2229",,6,2,3
68,"2021-07-06 17:48:09.988","[{""vat"": 0.2, ""price"": 3.85, ""product"": ""cookies"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 3.02, ""product"": ""avocados"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 3.31, ""product"": ""sweet chili sauce"", ""isRefunded"": false}]",10.18,"$","card","5768",,20,1,2
69,"2021-07-06 10:27:27.826","[{""vat"": 0.2, ""price"": 7.16, ""product"": ""amaranth"", ""isRefunded"": false}]",7.16,"£","card","1254",,1,4,1
70,"2021-06-30 13:11:48.054","[{""vat"": 0.2, ""price"": 4.96, ""product"": ""chips"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 3.09, ""product"": ""crips"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 3.15, ""product"": ""amaranth"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 3.13, ""product"": ""wild rice"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 5.26, ""product"": ""Sugar Cookies"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 5.19, ""product"": ""Chocolate Chip Cookies"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 8.28, ""product"": ""sprite"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 1.64, ""product"": ""orange juice"", ""isRefunded"": false}]",34.7,"$","card","1254",,10,4,2
71,"2021-06-08 21:26:56.244","[{""vat"": 0.2, ""price"": 2.44, ""product"": ""rump steak"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 3.13, ""product"": ""fanta"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 6.01, ""product"": ""Oatmeal Raisin Cookies"", ""isRefunded"": false}]",11.58,"$","card","5768",,3,1,6
72,"2021-06-18 19:43:10.408","[{""vat"": 0.2, ""price"": 5.78, ""product"": ""cheese"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 5.73, ""product"": ""fanta"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 4.69, ""product"": ""brown rice"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 8.19, ""product"": ""Sugar Cookies"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 6, ""product"": ""Sugar Cookies"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 1.57, ""product"": ""coca cola"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 5.42, ""product"": ""coca cola"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 5.89, ""product"": ""avocados"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 3.12, ""product"": ""tooth brush"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 2.06, ""product"": ""Chocolate Chip Cookies"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 6.06, ""product"": ""millet"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 1.02, ""product"": ""cheese"", ""isRefunded"": false}]",55.53,"$","card","2229",,16,2,6
73,"2021-07-02 05:13:15.213","[{""vat"": 0.2, ""price"": 2.44, ""product"": ""amaranth"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 1.65, ""product"": ""cookies"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 6.39, ""product"": ""red wine"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 4.32, ""product"": ""coca cola"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 5.51, ""product"": ""chips"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 8.19, ""product"": ""lettuce"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 6.2, ""product"": ""Gingerbread Cookies"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 8.29, ""product"": ""buckwheat"", ""isRefunded"": false}]",42.99,"$","card","2229",,6,2,7
74,"2021-06-28 17:56:16.064","[{""vat"": 0.2, ""price"": 3.55, ""product"": ""sweetcorn"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 7.93, ""product"": ""Biscotti Cookies"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 5.06, ""product"": ""coca cola"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 8.55, ""product"": ""buckwheat"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 1.17, ""product"": ""pork chops"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 2.58, ""product"": ""rocket salad"", ""isRefunded"": false}]",28.84,"£","card","5768",,1,1,7
75,"2021-06-28 21:57:28.756","[{""vat"": 0.2, ""price"": 7.13, ""product"": ""cucumber"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 8.28, ""product"": ""Biscotti Cookies"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 2.32, ""product"": ""avocados"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 1.52, ""product"": ""tapioca"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 8.51, ""product"": ""Gingerbread Cookies"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 7.63, ""product"": ""buckwheat"", ""isRefunded"": false}]",35.39,"€","card","3852",,9,5,1
76,"2021-06-05 10:32:33.902","[{""vat"": 0.2, ""price"": 7.1, ""product"": ""salad"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 1.44, ""product"": ""pork chops"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 7.92, ""product"": ""pepsi"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 4.63, ""product"": ""Biscotti Cookies"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 7.3, ""product"": ""orange juice"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 3.36, ""product"": ""avocados"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 2.69, ""product"": ""brown rice"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 8.01, ""product"": ""chicken breast 450g"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 2.99, ""product"": ""rump steak"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 4.57, ""product"": ""sweet chili sauce"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 7.06, ""product"": ""sweetcorn"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 5.58, ""product"": ""teff"", ""isRefunded"": false}]",62.65,"$","card","2229",,15,2,5
77,"2021-06-22 07:14:32.502","[{""vat"": 0.2, ""price"": 5.99, ""product"": ""cheese"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 1.55, ""product"": ""white wine"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 8.92, ""product"": ""sweet chili sauce"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 3.75, ""product"": ""arrowroot"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 5.82, ""product"": ""sweetcorn"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 4.02, ""product"": ""avocados"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 5.27, ""product"": ""crips"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 3.05, ""product"": ""brown rice"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 3.72, ""product"": ""Biscotti Cookies"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 1.29, ""product"": ""pork chops"", ""isRefunded"": false}]",43.38,"$","card","2229",,18,2,8
78,"2021-06-23 15:27:31.841","[{""vat"": 0.2, ""price"": 3.53, ""product"": ""rocket salad"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 6.5, ""product"": ""oat milk"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 4.26, ""product"": ""brie"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 8.7, ""product"": ""Shortbread Cookies"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 7.72, ""product"": ""Shortbread Cookies"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 2.45, ""product"": ""sweetcorn"", ""isRefunded"": false}]",33.16,"$","card","5768",,17,1,4
79,"2021-07-02 09:55:01.732","[{""vat"": 0.2, ""price"": 6.47, ""product"": ""ketchup"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 7.69, ""product"": ""rocket salad"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 8.82, ""product"": ""red wine"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 2.21, ""product"": ""fanta"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 2.75, ""product"": ""pork chops"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 7.95, ""product"": ""chicken breast 450g"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 1.7, ""product"": ""milk"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 3.77, ""product"": ""sweet chili sauce"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 8.34, ""product"": ""mustard"", ""isRefunded"": false}]",49.7,"£","card","3852",,2,5,1
80,"2021-07-01 11:49:29.44","[{""vat"": 0.2, ""price"": 4.14, ""product"": ""oreos"", ""isRefunded"": false}]",4.14,"£","card","3846",,13,3,1
81,"2021-06-07 22:51:31.798","[{""vat"": 0.2, ""price"": 3.19, ""product"": ""sausages"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 8.84, ""product"": ""arrowroot"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 8.07, ""product"": ""Shortbread Cookies"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 4.33, ""product"": ""pork chops"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 8.1, ""product"": ""stella"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 8.79, ""product"": ""white wine"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 7.84, ""product"": ""mustard"", ""isRefunded"": false}]",49.16,"£","card","1254",,8,4,6
82,"2021-06-04 08:43:10.976","[{""vat"": 0.2, ""price"": 7.55, ""product"": ""crips"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 2.48, ""product"": ""Macaroon Cookies"", ""isRefunded"": false}, {""vat"": 0.2, ""price"": 2.42, ""product"": ""sprite"", ""isRefunded"": false}]",12.45,"$","card","1254",,13,4,7
